objectid,title,project_link,description,subject,date,creator,institution,location,latitude,longitude,language,creator_github,cb_template,collection_type,institution_type,home_feature,format,display_template,object_location,image_small,image_thumb
example0135,Young Adult Fiction: A Collection of Recent Works,https://lsis5425-fall2023.github.io/group-5/,"This collection includes 10 items of current Young Adult Fiction with themes including Coming of Age, Racism, etc. The primary age-group is high school.",Fiction; Coming of age,2023,DJE228; SigiKK,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0135.jpg,/objects/small/example0135_sm.jpg,"/objects/thumbs/example0135_th.jpg"
example0136,Coloring Book Collection,https://lsis5425-fall2023.github.io/group-6/,"This small coloring book collection is for anyone wanting to learn something new and meditate, but that struggles to learn from a book only.",Coloring books; Meditation,2023,WLeehr08; aalle119,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0136.jpg,/objects/small/example0136_sm.jpg,"/objects/thumbs/example0136_th.jpg"
example0137,Bread Making: Resources for Making Bread,https://lsis5425-fall2023.github.io/group-8/,"This collection includes resources covering easy breads and beginner techniques for kids and novice bakers, advanced techniques for professionals or proficient bakers, information on various baking ingredients, and equipment necessary to pursue the hobby.",Bread; Bread making; Baking,2023,jwesthaf,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0137.jpg,/objects/small/example0137_sm.jpg,"/objects/thumbs/example0137_th.jpg"
example0138,A Collection of Romantic Poetry,https://lsis5425-fall2023.github.io/group-10/,A collection of books on romantic poetry focused on people interested learning about poetry or for people wanting to write poetry,Poetry; Romantic poetry,2023,Andrew Daniels; Alex Zakel,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0138.jpg,/objects/small/example0138_sm.jpg,"/objects/thumbs/example0138_th.jpg"
example0139,Pine Street School and Meridian Elementary,https://historycenter.mld.org/pinestreetschool/,"This collection contains photos and documents pertaining to the history and historical renovation of the Pine Street School, as well as some materials from the nearby, and institutionally connected, Meridian Elementary School.",Local history; Idaho; Schools,2023,Meridian Library District History Center,Meridian Library District,"Meridian, ID",43.61313572,-116.3887168,eng,https://github.com/historycenter-mld,CB-CSV,Digital Archive,Public Library,,image/jpeg,project,/objects/example0139.jpg,/objects/small/example0139_sm.jpg,"/objects/thumbs/example0139_th.jpg"
example0140,Philippine Food History,https://felicepstamaria.net/,"Philippine food and beverage have a fascinating and ongoing story reaching into prehistory. This digital collection celebrates how Filipinos have been creatively selecting preferred ingredients, technologies, procedures, and flavors amidst transitioning social, religious, political, economic, and scientific conditions.",Cuisine; Philippines; Food history,2022,Felice Prudente Sta. Maria; Paul Jason Perez,,"Manila, Philippines",14.55432875,121.0232661,eng,https://github.com/pvperez1,CB-CSV,Digital Archive,,,image/jpeg,project,/objects/example0140.jpg,/objects/small/example0140_sm.jpg,"/objects/thumbs/example0140_th.jpg"
example0141,Davies Collection: American Libraries Before 1876,https://pulibrary.github.io/davies_project/,"The Davies Project was an effort to increase knowledge about American university libraries and their collections, begun by Princeton University President emeritus and Professor of Economics and Public Affairs Harold T. Shapiro and Stephen Ferguson, Curator of Rare Books at the Princeton University Library in 2000.",Libraries; Library collections,2024,Harold T. Shapiro; Stephen Ferguson; cwulfman; Princeton University Library,Princeton University,"Princeton, NJ",40.34985397,-74.63688688,eng,https://github.com//pulibrary,CB-CSV,Digital Archive,Academic Library,,image/jpeg,project,/objects/example0141.jpg,/objects/small/example0141_sm.jpg,"/objects/thumbs/example0141_th.jpg"
example0142,Novy Family Recipe Collection,https://heschmuc.github.io/collectionbuilder_final/,This is a collection of family recipe cards created in the mid 1900s and passed down through the Novy family. Created as a final project for Digital Libraries ILS-Z 652 at Indiana University.,Family history; Recipes,2023,Hallie Schmucker,Indiana University,"Bloomington, IN",39.1684777,-86.52301806,eng,https://github.com/heschmuc,CB-GH,Student Project; Personal Collection,,,image/jpeg,project,/objects/example0142.jpg,/objects/small/example0142_sm.jpg,"/objects/thumbs/example0142_th.jpg"
example0143,Renaissance Art Collection,https://info663-fa23.github.io/team1/,"This catalog houses Italian Renaissance art by painters from the Venetian school, collected by the Photo Archive of the Berenson Library at Harvard’s Villa I Tatti. Created for the INFO 663 Metadata Design course at the Pratt Institute.",Renaissance; Art; Venetian school,2023,scosner; lcobos789,Pratt Institute,"Brooklyn, NY",40.69200265,-73.96285705,eng,https://github.com/info663-fa23,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0143.jpg,/objects/small/example0143_sm.jpg,"/objects/thumbs/example0143_th.jpg"
example0144,Hemispheric Institute Digital Video Library,https://info663-fa23.github.io/team2/,This is a collection of streaming videos from the Hemispheric Institute of Performance & Politics. Created for the INFO 663 Metadata Design course at the Pratt Institute.,Performance art; Theatre,2023,Beth Grassmann; Patrick Kingchatchaval; Samie Konet,Pratt Institute,"Brooklyn, NY",40.69200265,-73.96285705,eng,https://github.com/info663-fa23,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0144.jpg,/objects/small/example0144_sm.jpg,"/objects/thumbs/example0144_th.jpg"
example0145,Voices from the Food Revolution,https://info663-fa23.github.io/team3/,"Metadata Application Profile for oral histories created by Steve Beck, Alyse Delaney, and Candace Hernandez. Created for the INFO 663 Metadata Design course at the Pratt Institute.",Interviews; Food revolution; Food writing; Cuisine,2023,Steve Beck; Alyse Delaney; Candace Hernandez,Pratt Institute,"Brooklyn, NY",40.69200265,-73.96285705,eng,https://github.com/info663-fa23,CB-CSV,Student Project; Oral Histories,,,image/jpeg,project,/objects/example0145.jpg,/objects/small/example0145_sm.jpg,"/objects/thumbs/example0145_th.jpg"
example0146,Calabash: A Journal of Caribbean Arts and Letters,https://info663-fa23.github.io/team4/,"Calabash: A Journal of Caribbean Arts and Letters was an international literary journal dedicated to publishing works encompassing, but not limited to, the Anglophone, Francophone, Hispanophone and Dutch-speaking Caribbean. Created for the INFO 663 Metadata Design course at the Pratt Institute.",Literary journal; Caribbean; Poetry,2023,Eleanor Morgan; Brina Diaz; Delali Ayivor,Pratt Institute,"Brooklyn, NY",40.69200265,-73.96285705,eng,https://github.com/info663-fa23,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0146.jpg,/objects/small/example0146_sm.jpg,"/objects/thumbs/example0146_th.jpg"
example0147,Electronic Theses & Dissertations,https://info663-fa23.github.io/team5/,This is a digital archive of Electronic Theses and Dissertations. Created for the INFO 663 Metadata Design course at the Pratt Institute.,Theses; Dissertations,2023,holeofficial; dazzlepansy,Pratt Institute,"Brooklyn, NY",40.69200265,-73.96285705,eng,https://github.com/info663-fa23,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0147.jpg,/objects/small/example0147_sm.jpg,"/objects/thumbs/example0147_th.jpg"
example0148,MUSEO-GIF,https://cdigitaljaveriana.github.io/museogif/,"Este es el resultado del ejercicio de digitalizar, coleccionar y reinterpretar piezas del Museo de la Independencia - Casa del Florero en Bogotá. Este proyecto hace parte de los ejercicios realizados por estudiantes del curso Cultura Digital de la Línea de Humanidades Digitales en la Pontificia Universidad Javeriana.",GIFs; Art,2024,"Cultura Digital, Pontificia Universidad Javeriana",Pontificia Universidad Javeriana,"Bogotá, Colombia",4.629300232,-74.06457867,spa,https://github.com/cdigitaljaveriana,CB-GH,Digital Exhibit; Course,,,image/jpeg,project,/objects/example0148.gif,/objects/example0148.gif,"/objects/example0148.gif"
example0149,A Latino Children's Book Collection,https://gbventura.github.io/pinatabooks/,"The Piñata Books Collection features books published for children in Spanish, English and four in Nahuat. Piñata Books is an imprint of Arte Público Press, the premier publisher of books written by Latinos in the United States.",Children's books; Hispanic books,2024,Gabriela Baeza Ventura; Ana P. Sánchez,Arte Público Press,"Houston, TX",29.71937528,-95.33111956,eng; spa,https://github.com/gbventura,CB-GH,Digital Archive,,,image/jpeg,project,/objects/example0149.jpg,/objects/small/example0149_sm.jpg,"/objects/thumbs/example0149_th.jpg"
example0150,Celebration of Faculty Scholarship 2024,http://libapps.luc.edu/sites/cfs2024/,A digital collection of publications by Loyola University Chicago faculty presented by Loyola University Chicago Libraries,Faculty scholarship; Academic publications,2024,Felix Oke; Loyola University Chicago,Loyola University Chicago,"Chicago, IL",42.0022328,-87.65624348,eng,https://github.com/bfiliks,CB-Sheets,Digital Exhibit,Academic Library,,image/jpeg,project,/objects/example0150.jpg,/objects/small/example0150_sm.jpg,"/objects/thumbs/example0150_th.jpg"
example0151,AI and Libraries Database,https://elibtronic.github.io/AIL_Database/,"Database of resources generated by the LJA Course <a href=""https://libraryjuiceacademy.com/shop/course/331-ai-and-libraries-for-skeptics/"" target=""_blank"" rel=""noopener noreferrer"">AI and Libraries, For Skeptics</a>.",Artificial Intelligence; AI resources,2024,Tim Ribaric,,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,eng,https://github.com/elibtronic,CB-CSV,Digital Archive,,,image/jpeg,project,/objects/example0151.jpg,/objects/small/example0151_sm.jpg,"/objects/thumbs/example0151_th.jpg"
example0152,Mapping Thonet,https://fraukindermann.github.io/Mapping-Thonet/,"Mapping Thonet is the new visual processing of the image research ""The Public Image of Thonet, Photographs 1850-1900."" The project was funded by the NEUSTART KULTUR project fund and VG Bild-Kunst in 2021.",Art; Photography,2023,Sarah Kindermann,Donau University Krems,"Krems, Austria",48.42795456,15.62252062,eng; fra; esp,https://github.com/Fraukindermann,CB-GH,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0152.jpg,/objects/small/example0152_sm.jpg,"/objects/thumbs/example0152_th.jpg"
example0153,F.B. Eyes Digital Archive: FBI Files on African American Authors and Literary Institutions Obtained through the U.S. Freedom of Information Act (FOIA),https://fbeyes.wustl.edu/,"The F.B. Eyes Digital Archive makes available for the first time a collection of 51 FBI files on prominent African American authors and literary institutions, many of them unearthed through William J. Maxwell's Freedom of Information Act (FOIA) requests for his 2015 monograph, F.B. Eyes: How J. Edgar Hoover’s Ghostreaders Framed African American Literature. First developed as an Omeka exhibit with Jaydee Lee, Paulo Loonin, and Shannon Davis, WashU Libraries staff, Elizabeth Schwartz and Mitch Sumner, migrated the project to CollectionBuilder and Internet Archive for longer term access.",FBI; FOIA; Internet Archive; Black literature,2024,William Maxwell; Humanities Digital Workshop at WashU; WashU Libraries,Washington University in St. Louis,"St. Louis, MO",38.64864274,-90.30819691,eng,,CB-CSV,Digital Archive; Digital Scholarship Project,Academic Library,,image/jpeg,project,/objects/example0153.jpg,/objects/small/example0153_sm.jpg,"/objects/thumbs/example0153_th.jpg"
example0154,Industrial Architecture of Montreal,https://digital.library.mcgill.ca/industrial/,"Industrial Architecture of Montreal is an index of industrial buildings in the city of Montreal, originally created by McGill Libraries in 1999. The site is part of a pilot to explore options for migrating old digital collections websites that have become difficult to maintain but could still have research value to our community.",montreal; Architecture; industrial,2024,neltanner,McGill University Libraries,"Montreal, QC",45.50306793,-73.57586718,eng; fra;,https://github.com/neltanner/,CB-CSV,Digital Archive; Digital Scholarship Project,Academic Library,,image/jpeg,project,/objects/example0154.jpg,/objects/small/example0154_sm.jpg,"/objects/thumbs/example0154_th.jpg"
example0155,Cartas de Busa,https://hdlab.space/cartas_busa/,Digital edition of Father Busa's letters to Sergio Castaño made by the HD LAB (Laboratorio de Humanidades Digitales) of the National Scientific and Technical Research Council (CONICET),thomistic studies; Letters,2024,,Laboratorio de Humanidades Digitales,"Buenos Aires, Argentina",-34.60437026,-58.4140869,spa,https://github.com/hdlabconicet,CB-CSV,Digital Edition,Academic Library,,image/jpeg,project,/objects/example0155.jpg,/objects/small/example0155_sm.jpg,"/objects/thumbs/example0155_th.jpg"
example0156,Keeping Watch,https://cdil.lib.uidaho.edu/keeping-watch/,"Keeping Watch is a geo-spatial narrative project that embeds oral history testimonies by former and current fire lookouts on a GIS interface. It uses a customized version of CB-CSV that features a map with no tiles, a fly-to map feature that moves between items in the collection, and custom item pages.",Idaho; Fire; wilderness; environmentalism,2024,Michael Decker; Jack Kredell; Chris Lamb; Devin Becker,University of Idaho,Idaho,45.29217254,-115.3967687,eng,https://github.com/dcnb/,CB-CSV,Digital Archive; Digital Scholarship Project,Academic Library,,image/jpeg,project,/objects/example0156.jpg,/objects/small/example0156_sm.jpg,"/objects/thumbs/example0156_th.jpg"
example0157,W.I. (Bill) Hann World War II Digital Archive,https://cwecrocker.github.io/wiharchive/,"This digital archive gathers photos, letters, newspaper clippings, and other archival material related to W.I. (Bill) Hann's service and experiences during the Second World War. It features photographs taken in Newfoundland, England, Scotland, Algeria, Tunisia, and Italy, letters sent from Newfoundland, England, and Tunisia, and clippings from Newspapers in Newfoundland, Montreal, and Glasgow. Notable archival documents include W.I. (Bill) Hann's diary, a signed menu from a farewell dinner, and a copy of the 166th Newfoundland Field Regiment's despatches, among other interesting documents.",personal papers (archival records); military records; wartime photography; war correspondence; diaries (biographical records),2024,Christopher Crocker,,Northeast United States; Europe,43.7102,7.262,eng,https://github.com/cwecrocker/,CB-CSV,Digital Archive,,,image/jpeg,project,/objects/example0157.jpg,/objects/small/example0157_sm.jpg,"/objects/thumbs/example0157_th.jpg"
example0158,Hispanic Theater Collection/Colección de teatro hispano,https://recoveryapp.github.io/hispanictheater/,"The Nicolás Kanellos Hispanic Theater Collection is one of the largest archival collections on this topic in the United States. This collection centers the Hispanic community within US theater production and highlights the role that Hispanic theater (actors, writers, producers, musicians, technicians, artists and many others) played in the creation of cultural and sociopolitical capital. The collection documents a rich theater community that includes well known, up and coming and amateur participants.",Theatre; hispanic; latino; History; Actors,2022,US Latino Digital Humanities Center (USLDH),University of Houston,"Houston, TX",29.7581211,-95.3533865,es;eng,https://github.com/recoveryapp,CB-GH,Multilingual; Digital Archive,DH Center,,image/jpeg,project,/objects/example0158.jpg,/objects/small/example0158_sm.jpg,"/objects/thumbs/example0158_th.jpg"
example0159,Stadt Geschichte Basel,https://forschung.stadtgeschichtebasel.ch/browse.html,A repository of research sources supporting an interdisciplinary research project dedicated to the comprehensive research and documentation of Basel's long history.,History,2025,Moritz Mähr,University of Basel,"Basel, Switzerland",47.5586077422,7.583847742,deu,https://github.com/Stadt-Geschichte-Basel,CB-Translate,Digital Archive,University,true,image/jpeg,project,/objects/example0159.jpg,/objects/small/example0159_sm.jpg,/objects/thumbs/example0159_th.jpg
example0160,"Turning Grey to Green: The Green Deck Project Development Study",https://wapp.lib.polyu.edu.hk/greendeck/,"As one of the Hong Kong Polytechnic University (PolyU)'s library Digital Humanities Projects, this webpage serves as a central hub and one-stop platform for the public to explore the proposed Green Deck Project, which the PolyU has been studying since 2012. The initiative envisions the construction of a Green Deck over the Hung Hom Cross Harbour Tunnel Toll Plaza, creating a sustainable and vibrant urban space for the community.",Architecture,2025,Pao Yue-kong Library,The Hong Kong Polytechnic University (PolyU),"Hong Kong, China",22.303361047632695,114.17977858280376,eng,,CB-CSV,Digital Humanities Project,Academic Library,,image/jpeg,project,/objects/green-deck.jpg,/objects/small/green-deck_sm.jpg,/objects/thumbs/green-deck_th.jpg
example0161,Khedival American Soldiers,https://321vno.github.io/khedival-american-soldiers/,"Welcome to Khedival American Soldiers, a comprehensive digital collection dedicated to preserving the works of 48 American Civil War veterans who served in the Egyptian Army from 1869-1879. Ranging from explorers to engineers, from sixty year-old veterans to twenty-year old captains, and from Union to Confederate affiliations, this website captures their fascinating lives and how they experienced Egypt. Each soldier has his own folder filled with photographs, published works, and manuscripts as well. These items vary as much as their owners do, including, but not limited to: memoirs, diaries, scientific articles, reconnaissance reports, and novels.",american civil war; civil war; nineteenth-century history; egypt; egyptomania; military history,2025,Victoria Oliviero,Boston College,"Boston, MA",42.335382222094005,-71.16844085849549,eng,https://github.com/321vno,CB-GH,Digital Scholarship,University,,image/jpeg,project,/objects/loring_grant.jpg,/objects/small/loring_grant_sm.jpg,/objects/thumbs/loring_grant_th.jpg
example0162,Destroyed Ukrainian Heritage,https://ukrainian-destroyed-heritage.leibniz-gwzo.de/,"Ukraine's Built Heritage since February 24, 2022. A Record of Destruction. This exhibition attempts to convey an idea of the extent of the destruction and the range of buildings involved. It intentionally focuses on a sober record of destruction. The immeasurable suffering of the people affected is not depicted. It is a matter of the viewers' imagination.",Ukraine; History; Architecture; War; Conflict,2025,Jonathan Sandkuehler; GWZO,Leibniz-GWZO,"Leipzig, Germany",51.3401817331369,12.376799898151202,eng,,CB-CSV,Digital Exhibit,Scholarly Institute,,image/jpeg,project,/objects/vynnitsya_semen_shyrochyn.jpg,/objects/small/vynnitsya_semen_shyrochyn_sm.jpg,/objects/thumbs/vynnitsya_semen_shyrochyn_th.jpg
